row,column,cor,p
Ammonium,Nitrite,0.1958041958041958,0.5419358857313175
Nitrate+Nitrite,Nitrite,0.8251748251748252,9.513628555555265e-4
Total Vibrio,Orthophosphate,0.32867132867132864,0.2969041156887642
Temperature,Orthophosphate,-0.29174394957050703,0.3575224811260391
Salinity,Orthophosphate,0.26573426573426573,0.40383308831471165
Dissolved Oxygen,Orthophosphate,-0.021052761174675118,0.9482210756095297
pH,Orthophosphate,-0.08391608391608392,0.7954145018538976
Chlorophyll a,Orthophosphate,0.2937062937062937,0.35414764123292164
DOC,Orthophosphate,0.25874125874125875,0.41677476889913834
TDN,Orthophosphate,0.38461538461538464,0.21702022575997715
TOC,Orthophosphate,0.5594405594405595,0.058589475388567624
TN,Orthophosphate,0.2556921609434964,0.4224811423333079
Ammonium,Orthophosphate,0.0979020979020979,0.7621216559962991
Nitrate+Nitrite,Orthophosphate,0.5944055944055944,0.041521494410318605
Nitrite,Orthophosphate,0.3916083916083916,0.20806346369535333
Total Vibrio,Silicate,-0.16083916083916083,0.6175234895401425
Temperature,Silicate,0.3409537723896287,0.2781180120284159
Salinity,Silicate,0.43356643356643354,0.15910576941219556
Dissolved Oxygen,Silicate,-0.8070225116958795,0.0015091813858525427
pH,Silicate,-0.36363636363636365,0.24526500073077728
Chlorophyll a,Silicate,-0.03496503496503497,0.9140933424107598
DOC,Silicate,0.4755244755244755,0.1181759570130323
TDN,Silicate,0.06293706293706294,0.8459309212287789
TOC,Silicate,0.16083916083916083,0.6175234895401425
TN,Silicate,-0.4413316750531581,0.15093472887541393
Ammonium,Silicate,-0.3706293706293706,0.2356210035126458
Nitrate+Nitrite,Silicate,-0.13986013986013987,0.6646331617926677
Nitrite,Silicate,-0.027972027972027972,0.9312343512018808
Orthophosphate,Silicate,0.06993006993006994,0.8290236405313092
Total Vibrio,DIN,0.9090909090909091,4.191044653034659e-5
Temperature,DIN,-0.734632354942602,0.006502887396885537
Salinity,DIN,-0.06993006993006994,0.8290236405313092
Dissolved Oxygen,DIN,0.31579141762012675,0.31734788434996175
pH,DIN,-0.2517482517482518,0.42991878503288405
Chlorophyll a,DIN,0.7272727272727273,0.007355028857805035
DOC,DIN,-0.44755244755244755,0.1445863013033475
TDN,DIN,-0.09090909090909091,0.7787253962454419
TOC,DIN,0.21678321678321677,0.49855598552418856
TN,DIN,0.22066583752657906,0.4907024914340439
Ammonium,DIN,0.993006993006993,1.301674323883617e-10
Nitrate+Nitrite,DIN,0.35664335664335667,0.25513775175895725
Nitrite,DIN,0.23776223776223776,0.4568008526399234
Orthophosphate,DIN,0.13986013986013987,0.6646331617926677
Silicate,DIN,-0.4125874125874126,0.18256397857316675
Total Vibrio,DON,-0.23776223776223776,0.4568008526399234
Temperature,DON,-0.02811989875378381,0.9308715940448491
Salinity,DON,0.23076923076923078,0.4705319953815419
Dissolved Oxygen,DON,0.1438605346936133,0.6555573554233827
pH,DON,-0.16783216783216784,0.6020994277865379
Chlorophyll a,DON,-0.1958041958041958,0.5419358857313175
DOC,DON,0.27972027972027974,0.37856866966230296
TDN,DON,0.958041958041958,9.543581827031744e-7
TOC,DON,0.17482517482517482,0.5868236643627045
TN,DON,0.6059553951126695,0.03675851562618826
Ammonium,DON,-0.34265734265734266,0.2755674509567805
Nitrate+Nitrite,DON,0.027972027972027972,0.9312343512018808
Nitrite,DON,0.1258741258741259,0.6966831093957659
Orthophosphate,DON,0.3986013986013986,0.19933549461780897
Silicate,DON,0.16083916083916083,0.6175234895401425
DIN,DON,-0.3006993006993007,0.34225952894002454
Total Vibrio,DIN:DIP,0.7832167832167832,0.0025862148333626322
Temperature,DIN:DIP,-0.6854225321234804,0.013884984455638794
Salinity,DIN:DIP,-0.14685314685314685,0.6487957097846664
Dissolved Oxygen,DIN:DIP,0.357896939969477,0.25335112911615587
pH,DIN:DIP,-0.25874125874125875,0.41677476889913834
Chlorophyll a,DIN:DIP,0.6713286713286714,0.016831456186893412
DOC,DIN:DIP,-0.5944055944055944,0.041521494410318605
TDN,DIN:DIP,-0.18181818181818182,0.5717012385276554
TOC,DIN:DIP,0,1
TN,DIN:DIP,0.14010529366766925,0.6640757694429809
Ammonium,DIN:DIP,0.9370629370629371,6.993164953339459e-6
Nitrate+Nitrite,DIN:DIP,0.14685314685314685,0.6487957097846664
Nitrite,DIN:DIP,0.013986013986013986,0.9655902689187794
Orthophosphate,DIN:DIP,-0.14685314685314685,0.6487957097846664
Silicate,DIN:DIP,-0.43356643356643354,0.15910576941219556
DIN,DIN:DIP,0.9230769230769231,1.8621951098696243e-5
DON,DIN:DIP,-0.4195804195804196,0.17451900813005938
Total Vibrio,Total CFU,0.5814369687208274,0.04737359617187997
Temperature,Total CFU,-0.6162010030432516,0.03287149885715257
Salinity,Total CFU,-0.07705791151721808,0.8118586763333357
Dissolved Oxygen,Total CFU,-0.31810242447773224,0.3136240321704027
pH,Total CFU,-0.5253948512537596,0.07939623293714626
Chlorophyll a,Total CFU,0.45534220441992507,0.13688243277260326
DOC,Total CFU,-0.43432641036977465,0.15829394366797933
TDN,Total CFU,-0.1681263524012031,0.601453777132892
TOC,Total CFU,-0.08756580854229327,0.7866940142086327
TN,Total CFU,-0.14912280701754385,0.643683684288247
Ammonium,Total CFU,0.416813248661316,0.1776753737252057
Nitrate+Nitrite,Total CFU,0.08056054385890982,0.8034511092063399
Nitrite,Total CFU,-0.14711055835105272,0.6482152290826797
Orthophosphate,Total CFU,0.21015794050150385,0.5120853289937533
Silicate,Total CFU,0.15411582303443616,0.6324877788515912
DIN,Total CFU,0.38879218992778214,0.2116429672200426
DON,Total CFU,-0.3327500724607145,0.29058848944246973
DIN:DIP,Total CFU,0.38178692524439867,0.22070801550440278
Total Vibrio,V.vulnificus,0.05954474980875943,0.8541546246233473
Temperature,V.vulnificus,-0.04049320877141368,0.900566286994742
Salinity,V.vulnificus,0.1576184553761279,0.6246756664067579
Dissolved Oxygen,V.vulnificus,0.15817247625964587,0.6234432197891471
pH,V.vulnificus,0.38178692524439867,0.22070801550440278
Chlorophyll a,V.vulnificus,0.1015763379090602,0.7534340837808129
DOC,V.vulnificus,0.02802105873353385,0.9311140674192737
TDN,V.vulnificus,-0.4623474691033085,0.13018583568230113
TOC,V.vulnificus,0.24868689626011292,0.43573575611890636
TN,V.vulnificus,-0.37543859649122807,0.22912155074462737
Ammonium,V.vulnificus,0.09457107322567675,0.7700195826820102
Nitrate+Nitrite,V.vulnificus,0.021015794050150388,0.9483118884972519
Nitrite,V.vulnificus,-0.02802105873353385,0.9311140674192737
Orthophosphate,V.vulnificus,0.11558686727582712,0.7205545635404205
Silicate,V.vulnificus,-0.14360792600936098,0.6561292074448724
DIN,V.vulnificus,0.1015763379090602,0.7534340837808129
DON,V.vulnificus,-0.43432641036977465,0.15829394366797933
DIN:DIP,V.vulnificus,0.1576184553761279,0.6246756664067579
Total CFU,V.vulnificus,0,1
Total Vibrio,V.cholerae,0.24190052563189746,0.44876540896734696
Temperature,V.cholerae,-0.31072911046337665,0.32558963692640486
Salinity,V.cholerae,0.49992775297258807,0.09791088067826359
Dissolved Oxygen,V.cholerae,-0.25623694892821836,0.42145876288128203
pH,V.cholerae,-0.5106788874451168,0.08977451059962727
Chlorophyll a,V.cholerae,0.430045378901151,0.1629015197360717
DOC,V.cholerae,-0.49992775297258807,0.09791088067826359
TDN,V.cholerae,-0.03225340341758633,0.9207363815886342
TOC,V.cholerae,-0.37091413930224276,0.23523313348604047
TN,V.cholerae,0.08615983676495889,0.7900507715366465
Ammonium,V.cholerae,-0.016126701708793163,0.9603269536161543
Nitrate+Nitrite,V.cholerae,-0.1827692860329892,0.5696565863596375
Nitrite,V.cholerae,-0.5913123959890827,0.04286798052398799
Orthophosphate,V.cholerae,0.09676021025275898,0.7648267878141977
Silicate,V.cholerae,0.1720181515604604,0.5929372798677299
DIN,V.cholerae,-0.016126701708793163,0.9603269536161543
DON,V.cholerae,-0.0913846430164946,0.7775935007330879
DIN:DIP,V.cholerae,0.10213577748902337,0.7521135881603187
Total CFU,V.cholerae,0.5223440103875633,0.081476972799025
V.vulnificus,V.cholerae,0.1615496939342979,0.6159496884839784
Total Vibrio,Total Bacteria,0.6713286713286714,0.016831456186893412
Temperature,Total Bacteria,-0.8225070385481764,0.001021324009288449
Salinity,Total Bacteria,0.06293706293706294,0.8459309212287789
Dissolved Oxygen,Total Bacteria,-0.05614069646580031,0.8624202045691698
pH,Total Bacteria,-0.5174825174825175,0.08486877113393487
Chlorophyll a,Total Bacteria,0.5524475524475524,0.0625114832796152
DOC,Total Bacteria,-0.6293706293706294,0.028319671295760074
TDN,Total Bacteria,0.17482517482517482,0.5868236643627045
TOC,Total Bacteria,-0.07692307692307693,0.8121826980280591
TN,Total Bacteria,0.325744807777331,0.30148269746145573
Ammonium,Total Bacteria,0.5314685314685315,0.07536233505348378
Nitrate+Nitrite,Total Bacteria,0.27972027972027974,0.37856866966230296
Nitrite,Total Bacteria,0.11188811188811189,0.7291949907510658
Orthophosphate,Total Bacteria,0.27972027972027974,0.37856866966230296
Silicate,Total Bacteria,-0.055944055944055944,0.8628980736949712
DIN,Total Bacteria,0.5524475524475524,0.0625114832796152
DON,Total Bacteria,-0.04895104895104895,0.8799185788786748
DIN:DIP,Total Bacteria,0.5384615384615384,0.07089431754922315
Total CFU,Total Bacteria,0.7810870121972561,0.0027052956461397493
V.vulnificus,Total Bacteria,0.03852895575860904,0.9053700700498719
V.cholerae,Total Bacteria,0.4407965133736798,0.15148905690886139
Total Vibrio,TSS,0.5034965034965035,0.09515736659412477
Temperature,TSS,-0.3128338736358449,0.32214887236601175
Salinity,TSS,0.3356643356643357,0.28612290291498743
Dissolved Oxygen,TSS,-0.4280728105517274,0.165052806369413
pH,TSS,-0.46153846153846156,0.13094806950717297
Chlorophyll a,TSS,0.46853146853146854,0.12445479118883407
DOC,TSS,-0.5734265734265734,0.05126558978649154
TDN,TSS,-0.25874125874125875,0.41677476889913834
TOC,TSS,-0.2937062937062937,0.35414764123292164
TN,TSS,0.16112108771781963,0.6168988561548572
Ammonium,TSS,0.1888111888111888,0.5567370561768314
Nitrate+Nitrite,TSS,0.2097902097902098,0.5128409431818262
Nitrite,TSS,-0.14685314685314685,0.6487957097846664
Orthophosphate,TSS,0.3146853146853147,0.31913878550330477
Silicate,TSS,0.006993006993006993,0.9827917689028476
DIN,TSS,0.21678321678321677,0.49855598552418856
DON,TSS,-0.3356643356643357,0.28612290291498743
DIN:DIP,TSS,0.15384615384615385,0.6330906812462618
Total CFU,TSS,0.6409817185295867,0.02470003826132139
V.vulnificus,TSS,0.049036852783684234,0.8797094411808866
V.cholerae,TSS,0.6396925011154622,0.025084402523211757
Total Bacteria,TSS,0.5734265734265734,0.05126558978649154
Total Vibrio,Dust,0.6749495855669096,0.016034356633022107
Temperature,Dust,-0.8810071791261878,1.533627844256813e-4
Salinity,Dust,0.28976893202349,0.3609362182345994
Dissolved Oxygen,Dust,0.33688790534031865,0.2842596842156464
pH,Dust,-0.4381871654989361,0.15421049016943167
Chlorophyll a,Dust,0.5371326544825669,0.07172898791001003
DOC,Dust,-0.3533767463701098,0.2598278239056435
TDN,Dust,0.4275858631078328,0.1655866207126815
TOC,Dust,0.3710455836886153,0.23505422739424864
TN,Dust,0.568163841137343,0.053941426945141924
Ammonium,Dust,0.6007404688291866,0.03885800568679043
Nitrate+Nitrite,Dust,0.5017949798455559,0.09646362450509516
Nitrite,Dust,0.20849228035836478,0.5155118290432119
Orthophosphate,Dust,0.5654027941921757,0.05538365456900407
Silicate,Dust,-0.21202604782206586,0.5082542949441906
DIN,Dust,0.6290106085387954,0.028437681282095895
DON,Dust,0.27210009470498453,0.39223058750757334
DIN:DIP,Dust,0.5123962822366592,0.08851856222299981
Total CFU,Dust,0.4053256062942415,0.1911583719742076
V.vulnificus,Dust,0.024779731389167607,0.9390685284697171
V.cholerae,Dust,0.31238929562148926,0.3228739797386353
Total Bacteria,Dust,0.7350236324498284,0.00645976308859475
TSS,Dust,0.3357079090516043,0.2860564318157013
Total Vibrio,24_h_lag_Dust,0.6514246040636987,0.021742297506166963
Temperature,24_h_lag_Dust,-0.7115055392060403,0.009459653836649151
Salinity,24_h_lag_Dust,0.3943759765142392,0.20458190665795506
Dissolved Oxygen,24_h_lag_Dust,-0.17491275277065996,0.586633317925426
pH,24_h_lag_Dust,-0.8556550204728584,3.8531163631483345e-4
Chlorophyll a,24_h_lag_Dust,0.500012398794839,0.09784496018095057
DOC,24_h_lag_Dust,-0.4542366158065791,0.13795927461495539
TDN,24_h_lag_Dust,0.1549334193448797,0.6306611257501797
TOC,24_h_lag_Dust,0.003521214076019993,0.9913346554904454
TN,24_h_lag_Dust,0.17284192552189476,0.5911405814575692
Ammonium,24_h_lag_Dust,0.48240632841473907,0.1122040742706516
Nitrate+Nitrite,24_h_lag_Dust,-0.16197584749691968,0.615006487406935
Nitrite,24_h_lag_Dust,-0.3943759765142392,0.20458190665795506
Orthophosphate,24_h_lag_Dust,0.1021152082045798,0.752162128915004
Silicate,24_h_lag_Dust,0.22535770086527956,0.4812874129466269
DIN,24_h_lag_Dust,0.4577578298825991,0.13454859464804914
DON,24_h_lag_Dust,0.010563642228059979,0.9740074042616773
DIN:DIP,24_h_lag_Dust,0.4612790439586191,0.13119310216853886
Total CFU,24_h_lag_Dust,0.710768326380853,0.009567947094228035
V.vulnificus,24_h_lag_Dust,-0.15344130122862085,0.6339961995221779
V.cholerae,24_h_lag_Dust,0.6252659008841843,0.02968626396141749
Total Bacteria,24_h_lag_Dust,0.6584670322157387,0.01989918689387471
TSS,24_h_lag_Dust,0.43310933135045915,0.15959532832641665
Dust,24_h_lag_Dust,0.5978685545424164,0.04004995810770029
