row,column,cor,p
TDN,Vc,0.6842147381769413,0.014121331349721933
TOC,Vc,0.7719345764047543,0.0032652886198780706
TN,Vc,0.8526368275743422,4.250464837061152e-4
Ammonium,Vc,0.5659059706178441,0.055118837279583666
Nitrate+Nitrite,Vc,0.270177101741664,0.39571740655345966
Nitrite,Vc,0.04912310940757528,0.8794992069651513
Orthophosphate,Vc,-0.045614315878462756,0.8880568542949203
Silicate,Vc,-0.08421104469870047,0.7947089236078821
DIN,Vc,0.5298278228959905,0.07643787938233593
DON,Vc,0.45965195231374006,0.1327367740471126
DIN:DIP,Vc,0.547371790541553,0.06546973184199856
Total CFU,Vc,0.6035124870073534,0.03773166904249381
HF183,Vc,0.46169898444240703,0.13079659701244095
Vv,Vc,0.7715301897553837,0.003291912267953112
Total Vibrio,Total Bacteria,-0.006993006993006993,0.9827917689028476
Temperature,Total Bacteria,-0.5573408947013067,0.05974854705783805
Salinity,Total Bacteria,-0.6783216783216783,0.015317329053281759
Dissolved Oxygen (mg/L),Total Bacteria,0.7202797202797203,0.008239768712338336
pH,Total Bacteria,0.23776223776223776,0.4568008526399234
Chlorophyl a,Total Bacteria,0.04195804195804196,0.8969858708195542
DOC,Total Bacteria,-0.4195804195804196,0.17451900813005938
TDN,Total Bacteria,0.5384615384615384,0.07089431754922315
TOC,Total Bacteria,0.3146853146853147,0.31913878550330477
TN,Total Bacteria,0.4965034965034965,0.10060263183225482
Ammonium,Total Bacteria,-0.003502632341691731,0.9913803817213171
Nitrate+Nitrite,Total Bacteria,0.24475524475524477,0.4432619364501833
Nitrite,Total Bacteria,-0.3006993006993007,0.34225952894002454
Orthophosphate,Total Bacteria,0.27972027972027974,0.37856866966230296
Silicate,Total Bacteria,0.18181818181818182,0.5717012385276554
DIN,Total Bacteria,0.055944055944055944,0.8628980736949712
DON,Total Bacteria,0.2867132867132867,0.36625146058358227
DIN:DIP,Total Bacteria,0.06993006993006994,0.8290236405313092
Total CFU,Total Bacteria,0.5314685314685315,0.07536233505348378
HF183,Total Bacteria,0.6160417591954838,0.03292955321975288
Vv,Total Bacteria,0.598950130429286,0.03959805571514319
Vc,Total Bacteria,0.2736858952707765,0.3893670040175019
Total Vibrio,TSS,-0.013986013986013986,0.9655902689187794
Temperature,TSS,-0.4691540442738847,0.12388713354998182
Salinity,TSS,-0.35664335664335667,0.25513775175895725
Dissolved Oxygen (mg/L),TSS,0.48951048951048953,0.10625237175934599
pH,TSS,-0.1958041958041958,0.5419358857313175
Chlorophyl a,TSS,0.5034965034965035,0.09515736659412477
DOC,TSS,-0.15384615384615385,0.6330906812462618
TDN,TSS,0.42657342657342656,0.1666999876249451
TOC,TSS,0.4195804195804196,0.17451900813005938
TN,TSS,0.46853146853146854,0.12445479118883407
Ammonium,TSS,0.651489615554662,0.021724735067411682
Nitrate+Nitrite,TSS,0.5174825174825175,0.08486877113393487
Nitrite,TSS,0.5174825174825175,0.08486877113393487
Orthophosphate,TSS,0.15384615384615385,0.6330906812462618
Silicate,TSS,0.2867132867132867,0.36625146058358227
DIN,TSS,0.6363636363636364,0.026096891052703075
DON,TSS,0.3356643356643357,0.28612290291498743
DIN:DIP,TSS,0.40559440559440557,0.1908358740045002
Total CFU,TSS,0.5454545454545454,0.06661188226688908
HF183,TSS,0.1169699542776235,0.7173312556777245
Vv,TSS,0.54641064530391,0.06604060406823509
Vc,TSS,0.5824597258326782,0.04689213358824196
Total Bacteria,TSS,0.03496503496503497,0.9140933424107598
Total Vibrio,Dust,0.41345079325302847,0.1815584580552576
Temperature,Dust,-0.45632871071373243,0.13592618447151228
Salinity,Dust,-0.6820171204943118,0.014558970382914094
Dissolved Oxygen (mg/L),Dust,0.6290106085387954,0.028437681282095895
pH,Dust,0.3922481884708219,0.20725543024859605
Chlorophyl a,Dust,0.4240520956441317,0.16949315981252244
DOC,Dust,-0.24382995499537574,0.445042194800229
TDN,Dust,0.7809626094779426,0.002712378202265331
TOC,Dust,0.791563911869046,0.002157586930434885
TN,Dust,0.8092327491875514,0.001430381316975815
Ammonium,Dust,0.4725848772076965,0.12078936088662351
Nitrate+Nitrite,Dust,-0.01766883731850549,0.9565361899376668
Nitrite,Dust,-0.40991702578932737,0.18569589897151517
Orthophosphate,Dust,-0.09187795405622855,0.7764197552111427
Silicate,Dust,0.01413506985480439,0.9652237417356997
DIN,Dust,0.325106606660501,0.3024863856895794
DON,Dust,0.5760040965832789,0.04998964144110385
DIN:DIP,Dust,0.5265313520914636,0.07863046813632457
Total CFU,Dust,0.4523222353537405,0.13983680673457055
HF183,Dust,0.7762887501455141,0.0029888746647661613
Vv,Dust,0.7292320951669324,0.007120435944189651
Vc,Dust,0.7535650514191339,0.004650910251893459
Total Bacteria,Dust,0.4982612123818548,0.09921481673524069
TSS,Dust,0.25796502485018014,0.4182238474481883
Total Vibrio,Dust_Lag,0.7042428152039986,0.010567247147911907
Temperature,Dust_Lag,-0.6341040198008636,0.02680080050530531
Salinity,Dust_Lag,-0.9190368738412182,2.3887115944587478e-5
Dissolved Oxygen (mg/L),Dust_Lag,0.6549458181397187,0.020805856678511203
pH,Dust_Lag,0.17958191787701966,0.576520195941902
Chlorophyl a,Dust_Lag,0.5633942521631989,0.05644958783915088
DOC,Dust_Lag,-0.36972747798209926,0.2368519355033425
TDN,Dust_Lag,0.5598730380871789,0.05835269448464242
TOC,Dust_Lag,0.7218488855840985,0.008034662818916072
TN,Dust_Lag,0.7288913137361386,0.007160828400166075
Ammonium,Dust_Lag,0.36332078221949304,0.2457056138104643
Nitrate+Nitrite,Dust_Lag,0.36972747798209926,0.2368519355033425
Nitrite,Dust_Lag,0.08450913782447983,0.7939959959092633
Orthophosphate,Dust_Lag,0.4190244750463792,0.17515030240878637
Silicate,Dust_Lag,-0.06690306744437986,0.8363343840351831
DIN,Dust_Lag,0.6267761055315587,0.02917806778126053
DON,Dust_Lag,0.07746670967243985,0.81087645719889
DIN:DIP,Dust_Lag,0.3908547624382192,0.20901771874588748
Total CFU,Dust_Lag,0.545788181783099,0.0664121454997797
HF183,Dust_Lag,0.5614971616992924,0.05746944069483284
Vv,Dust_Lag,0.8395179239634888,6.361247050257202e-4
Vc,Dust_Lag,0.7279197388031505,0.0072769317817269474
Total Bacteria,Dust_Lag,0.48592754249075903,0.10922718492902828
TSS,Dust_Lag,0.4648002580346391,0.12789254146873863
Dust,Dust_Lag,0.5978685545424164,0.04004995810770029
