row,column,cor,p
Dissolved Oxygen,TN,-0.20665530815981215,0.5193022970166132
pH,TN,0.19298245614035087,0.5478883706689359
Chlorophyll a,TN,0.19614741113473694,0.5412137259515317
DOC,TN,0.05253948512537596,0.8711783093619829
TDN,TN,0.7390554240969552,0.006027815593903085
TOC,TN,0.06304738215045116,0.845663716050892
Total Vibrio,Ammonium,-0.013986013986013986,0.9655902689187794
Temperature,Ammonium,0.9144956991411383,3.1136730607173035e-5
Salinity,Ammonium,0.42657342657342656,0.1666999876249451
Dissolved Oxygen,Ammonium,-0.6223776223776224,0.030675895061640146
pH,Ammonium,-0.07005264683383462,0.8287278541011254
Chlorophyll a,Ammonium,0.5874125874125874,0.04460929646336309
DOC,Ammonium,-0.055944055944055944,0.8628980736949712
TDN,Ammonium,0.23776223776223776,0.4568008526399234
TOC,Ammonium,0.08391608391608392,0.7954145018538976
TN,Ammonium,0.2136605728431956,0.5049126875860397
Total Vibrio,Nitrate+Nitrite,0.42657342657342656,0.1666999876249451
Temperature,Nitrate+Nitrite,0.3572248824770071,0.25430804140250074
Salinity,Nitrate+Nitrite,0.34265734265734266,0.2755674509567805
Dissolved Oxygen,Nitrate+Nitrite,-0.6433566433566433,0.024003191200713703
pH,Nitrate+Nitrite,0.08756580854229327,0.7866940142086327
Chlorophyll a,Nitrate+Nitrite,0.06293706293706294,0.8459309212287789
DOC,Nitrate+Nitrite,-0.6153846153846154,0.03316990109010587
TDN,Nitrate+Nitrite,0.1958041958041958,0.5419358857313175
TOC,Nitrate+Nitrite,0.1048951048951049,0.7456094809807079
TN,Nitrate+Nitrite,-0.19965004347642867,0.5338670484331347
Ammonium,Nitrate+Nitrite,0.4195804195804196,0.17451900813005938
Total Vibrio,Nitrite,0.23076923076923078,0.4705319953815419
Temperature,Nitrite,-0.1250287088669525,0.6986357136904993
Salinity,Nitrite,0.5524475524475524,0.0625114832796152
Dissolved Oxygen,Nitrite,-0.04895104895104895,0.8799185788786748
pH,Nitrite,-0.23817899923503771,0.4559885528370966
Chlorophyll a,Nitrite,0.2867132867132867,0.36625146058358227
DOC,Nitrite,-0.15384615384615385,0.6330906812462618
TDN,Nitrite,-0.02097902097902098,0.9484022252365223
TOC,Nitrite,-0.3356643356643357,0.28612290291498743
TN,Nitrite,-0.31173427841056406,0.32394394124995163
Ammonium,Nitrite,-0.15384615384615385,0.6330906812462618
Nitrate+Nitrite,Nitrite,0.013986013986013986,0.9655902689187794
Total Vibrio,Orthophosphate,-0.273205322651955,0.3902336739236367
Temperature,Orthophosphate,0.1091445684241492,0.7356228020335478
Salinity,Orthophosphate,0.10507897025075193,0.7451766219125175
Dissolved Oxygen,Orthophosphate,-0.3852895575860904,0.2161467595399853
pH,Orthophosphate,-0.04912280701754386,0.8794999439712221
Chlorophyll a,Orthophosphate,-0.24168163157672945,0.4491887440384277
DOC,Orthophosphate,-0.0560421174670677,0.8626597626252805
TDN,Orthophosphate,-0.5394053806205266,0.07030556335164606
TOC,Orthophosphate,-0.13310002898428577,0.6800638459197368
TN,Orthophosphate,-0.5842105263157895,0.04607596928453539
Ammonium,Orthophosphate,0.32924744011902274,0.29600741162831623
Nitrate+Nitrite,Orthophosphate,0.5113843218869928,0.089257172215194025
Nitrite,Orthophosphate,0.03152369107522558,0.9225248645215405
Total Vibrio,Silicate,0.2867132867132867,0.36625146058358227
Temperature,Silicate,-0.16789569476419336,0.6019599821799595
Salinity,Silicate,-0.02097902097902098,0.9484022252365223
Dissolved Oxygen,Silicate,0.5524475524475524,0.0625114832796152
pH,Silicate,0.024518426391842117,0.9397100223231516
Chlorophyll a,Silicate,0.34265734265734266,0.2755674509567805
DOC,Silicate,0.09090909090909091,0.7787253962454419
TDN,Silicate,-0.13286713286713286,0.6805975082860818
TOC,Silicate,0.6573426573426573,0.02018549850985396
TN,Silicate,-0.3327500724607145,0.29058848944246973
Ammonium,Silicate,-0.1258741258741259,0.6966831093957659
Nitrate+Nitrite,Silicate,-0.1048951048951049,0.7456094809807079
Nitrite,Silicate,0.013986013986013986,0.9655902689187794
Orthophosphate,Silicate,-0.14711055835105272,0.6482152290826797
Total Vibrio,DIN,0.0979020979020979,0.7621216559962991
Temperature,DIN,0.7144497649540142,0.009036250173816374
Salinity,DIN,0.5174825174825175,0.08486877113393487
Dissolved Oxygen,DIN,-0.8251748251748252,9.513628555555265e-4
pH,DIN,-0.14711055835105272,0.6482152290826797
Chlorophyll a,DIN,0.1888111888111888,0.5567370561768314
DOC,DIN,-0.35664335664335667,0.25513775175895725
TDN,DIN,0.16083916083916083,0.6175234895401425
TOC,DIN,-0.1958041958041958,0.5419358857313175
TN,DIN,0.010507897025075194,0.9741445288204629
Ammonium,DIN,0.7832167832167832,0.0025862148333626322
Nitrate+Nitrite,DIN,0.7412587412587412,0.005801150474478156
Nitrite,DIN,0.055944055944055944,0.8628980736949712
Orthophosphate,DIN,0.6164632921377446,0.03277603808376073
Silicate,DIN,-0.38461538461538464,0.21702022575997715
Total Vibrio,DON,0.5944055944055944,0.041521494410318605
Temperature,DON,0.2572019153834451,0.41965085143425873
Salinity,DON,0.16083916083916083,0.6175234895401425
Dissolved Oxygen,DON,-0.32867132867132864,0.2969041156887642
pH,DON,-0.049036852783684234,0.8797094411808866
Chlorophyll a,DON,0.3706293706293706,0.2356210035126458
DOC,DON,-0.5524475524475524,0.0625114832796152
TDN,DON,0.972027972027972,1.2868115750741538e-7
TOC,DON,0.1258741258741259,0.6966831093957659
TN,DON,0.6619975125797372,0.01901945583388054
Ammonium,DON,0.22377622377622378,0.48445166145539886
Nitrate+Nitrite,DON,0.20279720279720279,0.5273023541661082
Nitrite,DON,-0.013986013986013986,0.9655902689187794
Orthophosphate,DON,-0.5674264393540605,0.05432400567596973
Silicate,DON,0.04895104895104895,0.8799185788786748
DIN,DON,0.1048951048951049,0.7456094809807079
Total Vibrio,DIN:DIP,0.15384615384615385,0.6330906812462618
Temperature,DIN:DIP,0.3715138777760874,0.23441750029962405
Salinity,DIN:DIP,0.1888111888111888,0.5567370561768314
Dissolved Oxygen,DIN:DIP,-0.04195804195804196,0.8969858708195542
pH,DIN:DIP,-0.0560421174670677,0.8626597626252805
Chlorophyll a,DIN:DIP,0.43356643356643354,0.15910576941219556
DOC,DIN:DIP,0.055944055944055944,0.8628980736949712
TDN,DIN:DIP,0.6853146853146853,0.01390596881436279
TOC,DIN:DIP,0.02097902097902098,0.9484022252365223
TN,DIN:DIP,0.8546422913727824,3.983075651365908e-4
Ammonium,DIN:DIP,0.18181818181818182,0.5717012385276554
Nitrate+Nitrite,DIN:DIP,-0.34965034965034963,0.2652387868927899
Nitrite,DIN:DIP,-0.11888111888111888,0.712884219214772
Orthophosphate,DIN:DIP,-0.8056054385890982,0.0015614291109291578
Silicate,DIN:DIP,-0.14685314685314685,0.6487957097846664
DIN,DIN:DIP,-0.14685314685314685,0.6487957097846664
DON,DIN:DIP,0.6573426573426573,0.02018549850985396
Total Vibrio,Total CFU,0.003502632341691731,0.9913803817213171
Temperature,Total CFU,-0.23260317860884255,0.4669125497479403
Salinity,Total CFU,0.014010529366766925,0.9655299853727577
Dissolved Oxygen,Total CFU,-0.3152369107522558,0.31824499801822026
pH,Total CFU,-0.23508771929824562,0.46202991005472427
Chlorophyll a,Total CFU,-0.16112108771781963,0.6168988561548572
DOC,Total CFU,-0.10507897025075193,0.7451766219125175
TDN,Total CFU,0.1015763379090602,0.7534340837808129
TOC,Total CFU,-0.11908949961751886,0.7123998368899922
TN,Total CFU,-0.1456140350877193,0.6515924984345558
Ammonium,Total CFU,-0.010507897025075194,0.9741445288204629
Nitrate+Nitrite,Total CFU,0.09807370556736847,0.7617153278260849
Nitrite,Total CFU,0.4623474691033085,0.13018583568230113
Orthophosphate,Total CFU,0.356140350877193,0.25585670453213916
Silicate,Total CFU,0.042031588100300776,0.8968061517543842
DIN,Total CFU,0.23817899923503771,0.4559885528370966
DON,Total CFU,0.03502632341691731,0.9139432528752414
DIN:DIP,Total CFU,-0.3397553371440979,0.2799203496864415
Total Vibrio,V.vulnificus,-0.325744807777331,0.30148269746145573
Temperature,V.vulnificus,-0.19502881898741414,0.54356884290063
Salinity,V.vulnificus,0.2556921609434964,0.4224811423333079
Dissolved Oxygen,V.vulnificus,0.16112108771781963,0.6168988561548572
pH,V.vulnificus,0.46842105263157896,0.12455564459886714
Chlorophyll a,V.vulnificus,0.017513161708458656,0.9569188239005484
DOC,V.vulnificus,0.507881689545301,0.09184579185725572
TDN,V.vulnificus,-0.22767110220996253,0.47667582439849854
TOC,V.vulnificus,0.03852895575860904,0.9053700700498719
TN,V.vulnificus,0.12105263157894737,0.7078413336279499
Ammonium,V.vulnificus,-0.29422111670210543,0.35326505938428165
Nitrate+Nitrite,V.vulnificus,-0.18563951410966176,0.5635041357745858
Nitrite,V.vulnificus,0.36427376353594004,0.24437648725903527
Orthophosphate,V.vulnificus,-0.007017543859649123,0.9827313970597849
Silicate,V.vulnificus,-0.2626974256268798,0.409428194878364
DIN,V.vulnificus,-0.1681263524012031,0.601453777132892
DON,V.vulnificus,-0.32224217543563927,0.3070141789004017
DIN:DIP,V.vulnificus,0.017513161708458656,0.9569188239005484
Total CFU,V.vulnificus,0.07719298245614035,0.8115341138411949
Total Vibrio,V.cholerae,-0.14514031537913846,0.6526628194585187
Temperature,V.cholerae,0.12357042818117256,0.7020077469957533
Salinity,V.cholerae,-0.38166527377477155,0.22086746731076978
Dissolved Oxygen,V.cholerae,-0.263402794576955,0.40812517501243417
pH,V.cholerae,-0.15077971433867804,0.6399606974937284
Chlorophyll a,V.cholerae,0.0860090757802302,0.7904109089115625
DOC,V.cholerae,-0.1343891809066097,0.6771123022725742
TDN,V.cholerae,0.24190052563189746,0.44876540896734696
TOC,V.cholerae,-0.37091413930224276,0.23523313348604047
TN,V.cholerae,0.03230993878685958,0.920597830625566
Ammonium,V.cholerae,0.2257738239231043,0.4804564014991364
Nitrate+Nitrite,V.cholerae,-0.08063350854396582,0.8032761680534437
Nitrite,V.cholerae,0.005375567236264388,0.9867715746884123
Orthophosphate,V.cholerae,-0.15077971433867804,0.6399606974937284
Silicate,V.cholerae,-0.3010317652308057,0.34169974765096
DIN,V.cholerae,0.037628970653850714,0.9075720585194527
DON,V.cholerae,0.1827692860329892,0.5696565863596375
DIN:DIP,V.cholerae,0.15051588261540286,0.6405530067235132
Total CFU,V.cholerae,-0.013462474494524826,0.9668776963386447
V.vulnificus,V.cholerae,-0.39310425524012493,0.20617725336088988
Total Vibrio,Total Bacteria,0.1258741258741259,0.6966831093957659
Temperature,Total Bacteria,-0.150034450640343,0.6416343303803544
Salinity,Total Bacteria,0.23776223776223776,0.4568008526399234
Dissolved Oxygen,Total Bacteria,0.3776223776223776,0.22620604493502672
pH,Total Bacteria,-0.2837132196770302,0.37150966693927856
Chlorophyll a,Total Bacteria,-0.08391608391608392,0.7954145018538976
DOC,Total Bacteria,-0.20279720279720279,0.5273023541661082
TDN,Total Bacteria,-0.26573426573426573,0.40383308831471165
TOC,Total Bacteria,-0.06293706293706294,0.8459309212287789
TN,Total Bacteria,-0.24868689626011292,0.43573575611890636
Ammonium,Total Bacteria,-0.2937062937062937,0.35414764123292164
Nitrate+Nitrite,Total Bacteria,-0.006993006993006993,0.9827917689028476
Nitrite,Total Bacteria,0.006993006993006993,0.9827917689028476
Orthophosphate,Total Bacteria,-0.08406317620060155,0.7950626235050116
Silicate,Total Bacteria,0.32167832167832167,0.3079098761806527
DIN,Total Bacteria,-0.1958041958041958,0.5419358857313175
DON,Total Bacteria,-0.14685314685314685,0.6487957097846664
DIN:DIP,Total Bacteria,-0.006993006993006993,0.9827917689028476
Total CFU,Total Bacteria,-0.38178692524439867,0.22070801550440278
V.vulnificus,Total Bacteria,-0.045534220441992505,0.8882523316528932
V.cholerae,Total Bacteria,-0.5321811563901744,0.07489842731013274
Total Vibrio,TSS,0.17482517482517482,0.5868236643627045
Temperature,TSS,0.09287846944402185,0.7740405276245812
Salinity,TSS,0.5244755244755245,0.08001937592027497
Dissolved Oxygen,TSS,0.1258741258741259,0.6966831093957659
pH,TSS,-0.03502632341691731,0.9139432528752414
Chlorophyll a,TSS,0.6013986013986014,0.03858845292201929
DOC,TSS,-0.15384615384615385,0.6330906812462618
TDN,TSS,-0.006993006993006993,0.9827917689028476
TOC,TSS,-0.16083916083916083,0.6175234895401425
TN,TSS,-0.30122638138548885,0.34137229471421904
Ammonium,TSS,0.02097902097902098,0.9484022252365223
Nitrate+Nitrite,TSS,0.06993006993006994,0.8290236405313092
Nitrite,TSS,0.7902097902097902,0.002223135409991084
Orthophosphate,TSS,-0.13310002898428577,0.6800638459197368
Silicate,TSS,0.23076923076923078,0.4705319953815419
DIN,TSS,-0.013986013986013986,0.9655902689187794
DON,TSS,0.07692307692307693,0.8121826980280591
DIN:DIP,TSS,0.03496503496503497,0.9140933424107598
Total CFU,TSS,0.02802105873353385,0.9311140674192737
V.vulnificus,TSS,0.20665530815981215,0.5193022970166132
V.cholerae,TSS,0.15589144985166725,0.6285231307366392
Total Bacteria,TSS,0.1958041958041958,0.5419358857313175
Total Vibrio,Dust,0.3003702344145933,0.3428140733881839
Temperature,Dust,0.3718629648817932,0.23394352410057806
Salinity,Dust,0.6961521903491162,0.01191158929384084
Dissolved Oxygen,Dust,-0.6078080037565888,0.03603255193422816
pH,Dust,0.007079923254047887,0.9825779157755221
Chlorophyll a,Dust,0.3498429789064087,0.2649574917475612
DOC,Dust,-0.3710455836886153,0.23505422739424864
TDN,Dust,0.3321741415879032,0.2914756333888051
TOC,Dust,0.01413506985480439,0.9652237417356997
TN,Dust,0.08318909823506268,0.7971541304496539
Ammonium,Dust,0.4523222353537405,0.13983680673457055
Nitrate+Nitrite,Dust,0.6290106085387954,0.028437681282095895
Nitrite,Dust,0.4735248401359471,0.11994961336376697
Orthophosphate,Dust,0.39116575978614576,0.20862360779167854
Silicate,Dust,-0.08481041912882635,0.7932755903037965
DIN,Dust,0.6996859578128174,0.011309700478198348
DON,Dust,0.3145053042693977,0.31943076665674774
DIN:DIP,Dust,-0.08481041912882635,0.7932755903037965
Total CFU,Dust,0.5327642248671035,0.07452031644855772
V.vulnificus,Dust,0.2212476016889965,0.4895305796150473
V.cholerae,Dust,-0.2933742950184421,0.3547174201491825
Total Bacteria,Dust,-0.12014809376583732,0.7099406377802282
TSS,Dust,0.3003702344145933,0.3428140733881839
Total Vibrio,24_h_lag_Dust,0.2464849853213995,0.43994311321635404
Temperature,24_h_lag_Dust,0.32377452422582775,0.30458733585666753
Salinity,24_h_lag_Dust,0.6408609618356388,0.024735857903625202
Dissolved Oxygen,24_h_lag_Dust,-0.17606070380099964,0.5841405301281157
pH,24_h_lag_Dust,-0.4232863482168851,0.17034726193236116
Chlorophyll a,24_h_lag_Dust,0.500012398794839,0.09784496018095057
DOC,24_h_lag_Dust,-0.1549334193448797,0.6306611257501797
TDN,24_h_lag_Dust,0.07394549559641986,0.8193449503935759
TOC,24_h_lag_Dust,-0.010563642228059979,0.9740074042616773
TN,24_h_lag_Dust,-0.21164317410844255,0.5090384446176359
Ammonium,24_h_lag_Dust,0.3380365512979193,0.2825168527290831
Nitrate+Nitrite,24_h_lag_Dust,0.2007092023331396,0.5316538700839815
Nitrite,24_h_lag_Dust,0.6021276069994188,0.03829142939002961
Orthophosphate,24_h_lag_Dust,0.14991391499348014,0.6419051604694641
Silicate,24_h_lag_Dust,0.38029112021015926,0.22267342233449083
DIN,24_h_lag_Dust,0.37676990613413924,0.22734149702133388
DON,24_h_lag_Dust,0.13028492081273974,0.6865234009036514
DIN:DIP,24_h_lag_Dust,-0.007042428152039986,0.9826701704764307
Total CFU,24_h_lag_Dust,0.48677930044941786,0.10851504907879672
V.vulnificus,24_h_lag_Dust,-0.0582018728798217,0.8574137788064125
V.cholerae,24_h_lag_Dust,-0.1678202850857984,0.6021255125202063
Total Bacteria,24_h_lag_Dust,0.23240012901731955,0.4673126442064679
TSS,24_h_lag_Dust,0.5739578943912589,0.05100072157520463
Dust,24_h_lag_Dust,0.5978685545424164,0.04004995810770029
