Date,Type,Site,Replicate,Total_Bacteria,Total_Vibrio,V_alginolyticus,V_cholerae,V_parahaemolyticus,V_vulnificus,HF183
2022-07-09,Daily,C2,2,516373.4856395361,1084.4456884096169,3.54,5.7,1.5,1.5,NA
2022-07-09,Daily,C2,3,598217.9226860993,1168.330576532521,3.54,5.7,1.5,1.5,NA
2022-07-09,Daily,RD,1,169441.6278228427,772.6521980769655,3.54,5.7,3.52580660637456,1.5,NA
2022-07-09,Daily,RD,2,145700.77183835872,832.0045932531498,3.54,5.7,1.5,7.90978558052711,NA
2022-07-09,Daily,RD,3,182789.67007558164,827.8576741420909,3.54,5.7,3.83582400385908,1.5,NA
2022-07-11,Daily,BO,1,4290961.73254878,10814.93475622475,3.54,285,15,15,1.5
2022-07-11,Daily,BO,2,4534742.088175027,11093.036380647418,3.54,285,15,15,1.5
2022-07-11,Daily,BO,3,5248950.792720062,12498.1143068873,3.54,285,15,15,1.5
2022-07-11,Daily,BO,4,NA,NA,NA,285,NA,NA,NA
2022-07-11,Daily,BO,5,NA,NA,NA,285,NA,NA,NA
2022-07-11,Daily,C2,1,944183.3673421585,1574.7506464214769,3.54,5.7,1.5,5.803035380622278,NA
2022-07-11,Daily,C2,2,1174167.4477871992,1739.817494090731,41.87907809474864,5.7,1.5,1.5,NA
2022-07-11,Daily,C2,3,1234192.001132977,1640.809452011555,3.54,5.7,1.5,6.920561235961588,NA
2022-07-11,Daily,RD,1,26373.20626276891,166.76892005832397,3.54,5.7,1.5,1.5,NA
2022-07-11,Daily,RD,2,20495.91840501356,147.6178489044071,3.54,5.7,1.5,3.945038252942605,NA
2022-07-11,Daily,RD,3,32224.40944566293,207.15620927742603,3.54,5.7,1.5,1.5,NA
2022-07-12,Daily,BO,1,4896102.116164722,4291.62357135884,7.08,570,30,30,3
2022-07-12,Daily,BO,2,6824884.192121388,4202.618893913663,7.08,570,30,30,3
2022-07-12,Daily,BO,3,6259451.480999567,5726.054655960073,7.08,570,30,30,3
2022-07-12,Daily,BO,4,NA,NA,NA,570,NA,NA,NA
2022-07-12,Daily,BO,5,NA,NA,NA,570,NA,NA,NA
2022-07-12,Daily,C2,1,666062.709681486,3503.837104391568,3.54,5.7,1.5,1.5,NA
2022-07-12,Daily,C2,2,782374.3500328638,3646.251243483562,3.54,5.7,1.5,1.5,NA
2022-07-12,Daily,C2,3,917233.9109499924,3607.202207899724,3.54,66.60622043727318,1.5,1.5,NA
2022-07-12,Daily,RD,1,228260.9951699752,11439.962351223388,3.54,5.7,1.5,1.5,NA
2022-07-12,Daily,RD,2,178969.58893344685,11533.823181652037,3.54,5.7,1.5,1.5,NA
2022-07-12,Daily,RD,3,214734.37339105937,12337.026432143824,3.54,5.7,1.5,1.5,NA
2022-07-13,Daily,BO,1,10862674.493776066,7320.314328804692,7.08,570,30,30,3
2022-07-13,Daily,BO,2,17514661.411950853,7076.565712065503,7.08,570,30,30,3
2022-07-13,Daily,BO,3,3107463.226418983,8286.576950271803,7.08,570,30,30,74130.57225783078
2022-07-13,Daily,BO,4,NA,NA,NA,570,NA,NA,NA
2022-07-13,Daily,BO,5,NA,NA,NA,570,NA,NA,NA
2022-07-13,Daily,C2,1,818565.3156848901,4257.890132329061,3.54,5.7,1.5,6.8370170447796195,NA
2022-07-13,Daily,C2,2,919386.7807117708,4026.454472189367,3.54,5.7,1.5,1.5,NA
2022-07-13,Daily,C2,3,878980.6837067552,4306.256254111712,3.54,5.7,1.5,1.5,NA
2022-07-13,Daily,RD,1,805941.818020897,12568.813771217858,3.54,5.7,1.5,1.5,NA
2022-07-13,Daily,RD,2,914855.3698011296,13490.870626294918,3.54,5.7,3.2587703745485,4.009355029810228,NA
2022-07-13,Daily,RD,3,726399.3118492225,12643.63476235616,3.54,5.7,1.5,5.13677343829857,NA
2022-07-14,Daily,BO,1,9979659.054905808,19817.29280021088,7.08,570,30,30,3
2022-07-14,Daily,BO,2,9866381.936675314,20980.081899743192,7.08,570,30,30,3
2022-07-14,Daily,BO,3,9219645.910120554,23564.762391869823,7.08,570,30,61.519878587107435,3
2022-07-14,Daily,BO,4,NA,NA,NA,4365.5090356406845,NA,NA,NA
2022-07-14,Daily,BO,5,NA,NA,NA,570,NA,NA,NA
2022-07-14,Daily,C2,1,971516.844905258,2049.88080020424,3.54,5.7,1.5,1.5,NA
2022-07-14,Daily,C2,2,1017136.6206765271,2576.602848423554,3.54,5.7,1.5,1.5,NA
2022-07-14,Daily,C2,3,1046428.1818341712,3445.070274604814,8.481218230926512,5.7,1.5,1.5,NA
2022-07-14,Daily,RD,1,251037.51604857825,24253.297907960823,3.54,5.7,1.5,1.5,NA
2022-07-14,Daily,RD,2,220736.38230239885,24745.22637967977,3.54,5.7,1.5,1.5,NA
2022-07-14,Daily,RD,3,266537.7258367895,24431.270183766897,3.54,5.7,1.5,1.5,NA
2022-07-15,Daily,BO,1,5934089.152936876,8365.55588468951,7.08,6250.860418051804,30,30,3
2022-07-15,Daily,BO,2,5160586.155238218,9196.390342114964,7.08,570,30,30,3
2022-07-15,Daily,BO,3,5270224.970027918,8377.297769678611,7.08,570,30,65.35519362459934,3
2022-07-15,Daily,BO,4,NA,NA,NA,570,NA,NA,NA
2022-07-15,Daily,BO,5,NA,NA,NA,570,NA,NA,NA
2022-07-15,Daily,C2,1,50599.66893253763,1387.1191173395362,3.54,5.7,1.5,1.5,NA
2022-07-15,Daily,C2,2,46552.6232828849,2555.4948081111133,3.54,101.94332520336044,1.5,1.5,NA
2022-07-15,Daily,C2,3,50075.356174672546,2923.73183741362,3.54,5.7,1.5,1.5,NA
2022-07-15,Daily,RD,1,1281683.9825216008,27187.191619532296,3.54,5.7,1.5,1.5,NA
2022-07-15,Daily,RD,2,1340161.635821499,26193.633771348337,3.54,5.7,1.5,3.2664922270744707,NA
2022-07-15,Daily,RD,3,1384548.6023752522,29360.93325723917,3.54,5.7,1.5,6.41632856924656,NA
2022-07-16,Daily,BO,1,62513564.76536838,6816.852891509973,11.8,950,50,317.68752751930185,5
2022-07-16,Daily,BO,2,62267130.135371864,9137.5821041467,11.8,950,50,182.2413628276629,5
2022-07-16,Daily,BO,3,65995037.5905437,8381.03941490622,11.8,14116.777554052698,50,119.21719679627316,360957.5265692238
2022-07-16,Daily,BO,4,NA,NA,NA,950,NA,NA,NA
2022-07-16,Daily,BO,5,NA,NA,NA,8573.550621676855,NA,NA,NA
2022-07-16,Daily,C2,1,918137.8627318268,5673.615319032123,3.54,5.7,1.5,8.058455902840263,NA
2022-07-16,Daily,C2,2,865887.074095662,5006.438975622861,3.54,5.7,1.5,3.672089418028525,NA
2022-07-16,Daily,C2,3,1038989.2496811276,4812.068018711976,3.54,5.7,1.5,1.5,NA
2022-07-16,Daily,RD,1,2380601.641837479,18240.135908741537,3.54,5.7,1.5,1.5,NA
2022-07-16,Daily,RD,2,1888839.095758492,17061.624817681382,3.54,5.7,4.48504603701818,1.5,NA
2022-07-16,Daily,RD,3,1795571.8144638413,18596.587272658453,3.54,5.7,1.5,4.544589706392738,NA
2022-07-17,Daily,BO,1,19951043.57215244,16707.119746122065,11.8,950,50,50,5
2022-07-17,Daily,BO,2,19044446.52835744,17946.8371768725,11.8,950,50,278.11333240359176,5
2022-07-17,Daily,BO,3,18811700.772838924,17144.42501534694,11.8,30842.71453149537,50,118.63732396149352,78044.80811070607
2022-07-17,Daily,BO,4,NA,NA,NA,4080.6728913310817,NA,NA,NA
2022-07-17,Daily,BO,5,NA,NA,NA,950,NA,NA,NA
2022-07-17,Daily,C2,1,1341923.324158805,2335.025524130217,3.54,5.7,4.86807505370943,1.5,NA
2022-07-17,Daily,C2,2,1368223.683504748,1888.554172282636,3.54,5.7,1.5,6.38735091022716,NA
2022-07-17,Daily,C2,3,1448731.6013448236,2058.8006139644795,3.54,5.7,1.5,9.950364590754695,NA
2022-07-17,Daily,RD,1,1396300.1433183355,17108.153487838084,3.54,87.77258884215338,1.5,1.5,NA
2022-07-17,Daily,RD,2,1325991.837497795,18162.024351294,3.54,5.7,1.5,1.5,NA
2022-07-17,Daily,RD,3,1229986.01315496,16546.774993163737,3.54,5.7,1.5,1.5,NA
2022-07-18,Daily,BO,1,32170572.146811817,12663.044224346955,11.8,950,50,130.80069311098595,5
2022-07-18,Daily,BO,2,24244040.544617437,12030.950571937874,11.8,4663.014441023013,50,134.48382242848632,21918768.732839614
2022-07-18,Daily,BO,3,21371367.708905336,12966.568472830966,11.8,950,50,172.86187333996588,480800.3489945296
2022-07-18,Daily,BO,4,NA,NA,NA,950,NA,NA,NA
2022-07-18,Daily,BO,5,NA,NA,NA,950,NA,NA,NA
2022-07-18,Daily,C2,1,82336.554812645,7748.798005414085,3.54,5.7,1.5,1.5,NA
2022-07-18,Daily,C2,2,74314.7535848602,6905.210144573289,3.54,5.7,1.5,1.5,NA
2022-07-18,Daily,C2,3,78123.23723926817,6934.413275548655,8.195571423680244,5.7,1.5,7.0365459610074375,NA
2022-07-18,Daily,RD,1,1199285.900665744,38080.87769562233,3.54,5.7,1.5,1.5,NA
2022-07-18,Daily,RD,2,913663.7373245518,36542.98937340624,3.54,5.7,1.5,1.5,NA
2022-07-18,Daily,RD,3,1311490.5027892604,37238.342155194776,3.54,5.7,1.5,1.5,NA
2022-07-19,Daily,BO,1,36114088.81051953,19058.7343509622,11.8,950,50,50,2369661.6526757213
2022-07-19,Daily,BO,2,29335769.79349232,18265.48703403361,11.8,950,50,259.4159922054364,1066766.5562126308
2022-07-19,Daily,BO,3,27819026.97163409,16176.464931748236,11.8,950,50,50,697777.6018740255
2022-07-19,Daily,BO,4,NA,NA,NA,950,NA,NA,NA
2022-07-19,Daily,BO,5,NA,NA,NA,950,NA,NA,NA
2022-07-19,Daily,C2,1,3571985.683205657,10197.143567544104,3.54,5.7,1.5,1.5,NA
2022-07-19,Daily,C2,2,3726060.406939256,5442.94753144483,3.54,5.7,1.5,1.5,NA
2022-07-19,Daily,C2,3,3732680.627600243,5793.112202090449,3.54,5.7,1.5,1.5,NA
2022-07-19,Daily,RD,1,1521011.4340094146,26508.140853506648,3.54,5.7,1.5,7.657112731135579,NA
2022-07-19,Daily,RD,2,1830030.6959485963,27653.00219688217,3.54,5.7,1.5,1.5,NA
2022-07-19,Daily,RD,3,1673026.3584427375,26376.945417852792,3.54,87.37289527412072,1.5,NA,NA
2022-02-16,Monthly,BO,1,2809956.0947897905,2485.6256040069115,3.54,5.7,1.5,1.5,1.5
2022-02-16,Monthly,BO,2,3333347.6226034365,2460.55661341154,3.54,11.598842706561763,1.5,1.5,1.5
2022-02-16,Monthly,BO,3,4321479.406576472,2765.736320095079,3.54,5.7,1.5,1.5,18.19498030092379
2022-02-16,Monthly,C2,1,51323.00214031721,37.6922045597136,3.54,5.7,1.5,1.5,NA
2022-02-16,Monthly,C2,2,51499.13071249635,44.91206781538855,3.54,5.7,1.5,1.5,NA
2022-02-16,Monthly,C2,3,59293.12913634074,39.45394882204692,3.54,5.7,1.5,1.5,NA
2022-02-16,Monthly,RD,1,372002.39338371874,2753.6761614492157,3.54,5.7,1.5,1.5,NA
2022-02-16,Monthly,RD,2,438245.7785416958,2475.5600049284644,3.54,5.7,1.5,1.5,NA
2022-02-16,Monthly,RD,3,361953.56387302344,2739.371168188043,3.54,5.7,1.5,1.5,NA
2022-03-09,Monthly,BO,1,737394.2772904098,1202.7684467380143,3.54,5.7,1.5,1.5,1.5
2022-03-09,Monthly,BO,2,797052.6761343654,1163.5619259492946,3.54,5.7,1.5,1.5,1.5
2022-03-09,Monthly,BO,3,1015566.4508722792,1244.3036891184108,3.54,5.7,1.5,1.5,12.058327464452749
2022-03-09,Monthly,C2,1,137532.95014074087,494.2868502259643,3.54,5.7,1.5,1.5,NA
2022-03-09,Monthly,C2,2,144975.16757763713,490.68644370484213,3.54,5.7,1.5,1.5,NA
2022-03-09,Monthly,C2,3,162829.97927121475,573.2143820134847,3.54,5.7,1.5,1.5,NA
2022-03-09,Monthly,RD,1,181572.79751945293,213.42902222533155,3.54,5.7,1.5,1.5,NA
2022-03-09,Monthly,RD,2,225170.26354886068,206.45919263115863,3.54,5.7,1.5,1.5,NA
2022-03-09,Monthly,RD,3,189344.6337130874,210.23494178020036,3.54,5.7,1.5,1.5,NA
2022-04-20,Monthly,BO,1,2206404.5190829383,6454.828696178707,3.54,5.7,1.5,1.5,1.5
2022-04-20,Monthly,BO,2,2433654.05126261,6307.593817607809,3.54,5.7,1.5,1.5,1.5
2022-04-20,Monthly,BO,3,2785131.82978441,7254.006640756127,3.54,5.7,1.5,1.5,218843.9325376962
2022-04-20,Monthly,C2,1,48297.321211565206,117.73381590861077,3.54,5.7,1.5,1.5,NA
2022-04-20,Monthly,C2,2,66050.93324505245,109.37757081970852,3.54,5.7,1.5,1.5,NA
2022-04-20,Monthly,C2,3,69749.76019376575,115.55238534076308,3.54,5.7,1.5,1.5,NA
2022-04-20,Monthly,RD,1,1117711.8952959245,12858.299818634776,3.54,5.7,1.5,1.5,NA
2022-04-20,Monthly,RD,2,1251321.827663191,13397.85364305746,3.54,5.7,1.5,1.5,NA
2022-04-20,Monthly,RD,3,1170888.9455562085,14735.814909770905,3.54,5.7,1.5,1.5,NA
2022-05-11,Monthly,BO,1,14582872.45437454,8395.847017394315,3.54,5.7,1.5,1.5,1.5
2022-05-11,Monthly,BO,2,22535334.50995536,4497.540958050183,3.54,5.7,1.5,1.5,2443139.085562191
2022-05-11,Monthly,BO,3,27149726.929645386,8536.89966769322,3.54,5.7,1.5,1.5,1839232.3415578024
2022-05-11,Monthly,C2,1,77986.38235825623,325.53990186212417,3.54,5.7,1.5,1.5,NA
2022-05-11,Monthly,C2,2,52002.92031894588,331.5178724269491,3.54,5.7,1.5,1.5,NA
2022-05-11,Monthly,C2,3,83070.33516698012,400.5605498663968,3.54,5.7,1.5,1.5,NA
2022-05-11,Monthly,RD,1,139610.2696448665,463.29947397992953,3.54,5.7,1.5,1.5,NA
2022-05-11,Monthly,RD,2,123028.30628518508,496.713248735794,3.54,5.7,1.5,1.5,NA
2022-05-11,Monthly,RD,3,136921.4485377929,510.4089150629585,3.54,5.7,1.5,1.5,NA
2022-05-20,Monthly,BO,1,3371824.466549535,1408.744489430631,3.54,24.94021253887551,1.5,1.5,16016395.791931666
2022-05-20,Monthly,BO,2,2999732.820592829,1269.7591754097552,3.54,5.7,1.5,1.5,2048327.7960715475
2022-05-20,Monthly,BO,3,5699335.543283041,1460.5589208519234,3.54,72.57092410042809,1.5,1.5,386797.8007521456
2022-05-20,Monthly,C2,1,188493.61481094192,784.9228370275656,3.54,5.7,1.5,1.5,NA
2022-05-20,Monthly,C2,2,280457.2372958845,720.6072725577815,3.54,5.7,1.5,1.5,NA
2022-05-20,Monthly,C2,3,349777.7884954271,927.6139988399588,3.54,5.7,1.5,1.5,NA
2022-05-20,Monthly,RD,1,863890.0456591973,2722.1691850311254,3.54,5.7,1.5,1.5,NA
2022-05-20,Monthly,RD,2,749058.695297516,2357.599304271865,3.54,5.7,1.5,1.5,NA
2022-05-20,Monthly,RD,3,1153598.1880110393,2391.5441073239426,3.54,5.7,1.5,1.5,NA
2022-05-24,Monthly,BO,1,3045555.6833615885,1887.7266708004825,3.54,62.58978512246809,1.5,1.5,34837371.24605751
2022-05-24,Monthly,BO,2,20706435.525664262,2119.8052953263505,3.54,65.75180151638601,1.5,1.5,51.341968709333926
2022-05-24,Monthly,BO,3,12889185.842483325,2225.272355803378,3.54,152.0826993322103,1.5,1.5,10.473614042529974
2022-05-24,Monthly,C2,1,263716.41461847624,512.1857005705133,3.54,5.7,1.5,1.5,NA
2022-05-24,Monthly,C2,2,485432.93736899784,625.7694286178534,3.54,5.7,1.5,1.5,NA
2022-05-24,Monthly,C2,3,512953.727760535,741.212751369585,3.54,5.7,1.5,1.5,NA
2022-05-24,Monthly,RD,1,897553.3709172788,7821.781431423961,3.54,5.7,1.5,1.5,NA
2022-05-24,Monthly,RD,2,1261954.8991598347,8272.882873194574,3.54,5.7,1.5,1.5,NA
2022-05-24,Monthly,RD,3,1286104.3368521363,8375.586908037896,3.54,5.7,1.5,1.5,NA
2022-06-14,Monthly,BO,1,29502486.439971652,9507.58046094092,3.54,52.888321492036575,1.5,1.5,1.5
2022-06-14,Monthly,BO,2,17609951.70317904,8932.204010153197,3.54,5.7,1.5,1.5,1.5
2022-06-14,Monthly,BO,3,16229240.705513032,9082.966933171778,3.54,55.794814647060974,1.5,1.5,1.5
2022-06-14,Monthly,C2,1,616480.0326655445,1791.1642985136086,3.54,5.7,1.5,1.5,NA
2022-06-14,Monthly,C2,2,758845.0846195006,1666.309159123438,3.54,5.7,1.5,1.5,NA
2022-06-14,Monthly,C2,3,805421.9345700025,1694.5884838263648,3.54,5.7,1.5,1.5,NA
2022-06-14,Monthly,RD,1,1149495.2985057803,5594.103328970771,3.54,5.7,1.5,1.5,NA
2022-06-14,Monthly,RD,2,1011852.8588737244,5439.746419614086,3.54,5.7,1.5,1.5,NA
2022-06-14,Monthly,RD,3,1074255.6332713228,6119.493112211691,3.54,5.7,1.5,1.5,NA
2022-08-09,Monthly,BO,1,32826682.726961408,1919.2812343832916,11.8,19,5,5,5
2022-08-09,Monthly,BO,2,39211772.8547164,2042.812204846831,11.8,19,5,5,34.235305132301775
2022-08-09,Monthly,BO,3,48779002.20783176,2025.2468769655193,11.8,19,5,5,31.525097964657697
2022-08-09,Monthly,C2,1,4526557.402894604,4899.322789254172,3.54,5.7,1.5,1.5,NA
2022-08-09,Monthly,C2,2,4382188.567882939,4676.992882748025,3.54,5.7,1.5,1.5,NA
2022-08-09,Monthly,C2,3,4739772.08736819,5274.718436146343,3.54,5.7,1.5,1.5,NA
2022-08-09,Monthly,RD,1,1055928.918067881,9188.527063664846,3.54,5.7,41.56168132029929,3.6855854773796097,NA
2022-08-09,Monthly,RD,2,1030376.421292201,9578.04154998567,3.54,5.7,45.66413980945617,3.1214068648030566,NA
2022-08-09,Monthly,RD,3,1206103.2456674331,9474.433721629526,3.54,5.7,54.0701023976034,1.5,NA
2022-09-13,Monthly,BO,1,33018299.492933452,2739.067523148221,7.866666666666667,12.666666666666668,3.3333333333333335,3.3333333333333335,3.3333333333333335
2022-09-13,Monthly,BO,2,35080282.945639975,2832.0623629243187,7.866666666666667,67.32794298797538,3.3333333333333335,3.3333333333333335,3.3333333333333335
2022-09-13,Monthly,BO,3,57583787.253993325,2678.661072282517,7.866666666666667,12.666666666666668,3.3333333333333335,3.3333333333333335,3.3333333333333335
2022-09-13,Monthly,C2,1,1628887.0946888418,2508.1468167026646,3.54,5.7,1.5,1.5,NA
2022-09-13,Monthly,C2,2,1525624.9244974523,2455.474176331899,3.54,5.7,1.5,1.5,NA
2022-09-13,Monthly,C2,3,1370954.5599648624,2501.4455795004783,3.54,5.7,1.5,1.5,NA
2022-09-13,Monthly,RD,1,502774.3705931064,11682.14315708369,3.54,5.7,1.5,1.5,NA
2022-09-13,Monthly,RD,2,395012.0964798962,8529.706810627064,3.54,5.7,1.5,1.5,NA
2022-09-13,Monthly,RD,3,410048.3891225869,10932.113839586871,3.54,5.7,1.5,1.5,NA
2022-10-18,Monthly,BO,1,20277241.77486135,23128.43389849745,5.9,1368.0080587105522,2.5,2.5,2.5
2022-10-18,Monthly,BO,2,20346832.903871614,20755.393049359613,5.9,543.2655073435494,2.5,2.5,16961794.328952834
2022-10-18,Monthly,BO,3,23257432.72239835,22417.174399554693,5.9,974.0828266084984,2.5,2.5,4697513.221025419
2022-10-18,Monthly,C2,1,1222056.0450399553,3954.8552287050775,3.54,5.7,1.5,1.5,NA
2022-10-18,Monthly,C2,2,1256047.4781832832,4252.102625111568,3.54,5.7,1.5,1.5,NA
2022-10-18,Monthly,C2,3,1094118.6578387346,4468.488057589741,3.54,5.7,18.466454026435983,1.5,NA
2022-10-18,Monthly,RD,1,1310114.3677571882,7922.995194333658,3.54,5.7,1.5,1.5,NA
2022-10-18,Monthly,RD,2,1005637.9050958912,8431.535535800856,3.54,5.7,1.5,1.5,NA
2022-10-18,Monthly,RD,3,1198183.8259890974,8854.292019494522,3.54,5.7,1.5,1.5,NA
2022-11-15,Monthly,BO,1,1424601.7617046842,6391.682342911808,53.06562334982923,19,5,5,236352.79360390472
2022-11-15,Monthly,BO,2,8450539.517182844,8901.486097413343,78.4321055289426,19,5,5,90.02194286924616
2022-11-15,Monthly,BO,3,10864032.18172473,15317.069022596072,87.19459660261337,19,5,5,45.79375311778412
2022-11-15,Monthly,C2,1,169798.35932184715,381.2432549473649,32.331380776564785,5.7,1.5,1.5,NA
2022-11-15,Monthly,C2,2,154215.83593659214,573.8442579219778,37.07013804158885,5.7,1.5,1.5,NA
2022-11-15,Monthly,C2,3,153419.915471508,1094.8305474634735,41.07646011091067,5.7,1.5,1.5,NA
2022-11-15,Monthly,RD,1,2244939.368490261,3777.526038471906,3.54,5.7,1.5,1.5,NA
2022-11-15,Monthly,RD,2,1367722.1215432454,6257.226666648022,3.54,5.7,1.5,1.5,NA
2022-11-15,Monthly,RD,3,1806047.6008263575,12871.870848361672,3.54,5.7,1.5,1.5,NA
2022-12-14,Monthly,BO,1,7228792.377793291,3019.2831519012375,5.9,9.5,2.5,2.5,56138567.58411005
2022-12-14,Monthly,BO,2,7046154.429170389,4537.866942569627,5.9,9.5,2.5,2.5,1399064.8233752758
2022-12-14,Monthly,BO,3,7112829.48073247,8974.708380964377,5.9,9.5,2.5,2.5,1134080.0998490453
2022-12-14,Monthly,C2,1,3573889.455814617,3472.1054907443795,3.54,5.7,1.5,1.5,NA
2022-12-14,Monthly,C2,2,4613677.644767926,5166.5674881807845,3.54,5.7,1.5,1.5,NA
2022-12-14,Monthly,C2,3,3814917.4427835937,11429.413888827405,3.54,5.7,1.5,1.5,NA
2022-12-14,Monthly,RD,1,10498.641285316591,78.68679057153166,3.54,32.81101806012184,1.5,1.5,NA
2022-12-14,Monthly,RD,2,10435.847644336904,97.45814394745916,3.54,5.7,1.5,1.5,NA
2022-12-14,Monthly,RD,3,10769.611913655122,213.89862923753597,3.54,5.7,1.5,1.5,NA
